game,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT01/1884359,Sion,Lillia,Lucian,Varus,Gragas,Nasus,Udyr,Pantheon,Jinx,Thresh,0
7131-9771,Sion,Lillia,Orianna,Vayne,Alistar,Gnar,Udyr,Syndra,Kai'Sa,Nautilus,0
7131-9772,Camille,Lillia,Galio,Xayah,Gragas,Gnar,Udyr,Twisted Fate,Kai'Sa,Leona,0
7323-9770,Ornn,Lillia,Lucian,Kai'Sa,Rakan,Gragas,Udyr,Orianna,Vayne,Alistar,0
ESPORTSTMNT01/1884406,Gnar,Volibear,Corki,Jinx,Rell,Malphite,Hecarim,Azir,Aphelios,Thresh,1
7323-9773,Renekton,Lillia,Azir,Kalista,Rell,Gragas,Udyr,Syndra,Tristana,Janna,0
7132-9775,Camille,Lillia,Twisted Fate,Samira,Rakan,Jayce,Udyr,Seraphine,Aphelios,Alistar,0
ESPORTSTMNT01/1884446,Camille,Udyr,Sion,Aphelios,Nautilus,Gragas,Hecarim,Zoe,Senna,Tahm Kench,1
7323-9776,Gragas,Lillia,Irelia,Kai'Sa,Alistar,Jayce,Udyr,Orianna,Tristana,Nautilus,0
7132-9778,Neeko,Udyr,Sivir,Samira,Rell,Wukong,Hecarim,Seraphine,Aphelios,Thresh,1
7324-9779,Gnar,Kindred,Seraphine,Tristana,Alistar,Renekton,Karthus,Orianna,Vayne,Gragas,1
ESPORTSTMNT01/1894384,Aatrox,Lillia,Zoe,Aphelios,Thresh,Vladimir,Udyr,Sion,Jinx,Rell,0
7324-9780,Jayce,Lillia,Azir,Samira,Alistar,Irelia,Karthus,Nocturne,Tristana,Galio,1
7134-9782,Malphite,Nidalee,Qiyana,Xayah,Alistar,Gnar,Lillia,Sylas,Tristana,Rell,0
7324-9783,Sion,Hecarim,Rumble,Lucian,Rell,Aatrox,Karthus,Orianna,Tristana,Gragas,1
7134-9784,Gragas,Udyr,Orianna,Ezreal,Alistar,Camille,Olaf,Zoe,Tristana,Galio,1
ESPORTSTMNT01/1884502,Ornn,Olaf,Seraphine,Xayah,Rell,Sion,Udyr,Twisted Fate,Kai'Sa,Alistar,0
ESPORTSTMNT01/1894450,Gangplank,Lillia,Azir,Jinx,Leona,Gnar,Udyr,Zoe,Senna,Sett,1
ESPORTSTMNT04/1600040,Renekton,Hecarim,Orianna,Kai'Sa,Rell,Volibear,Olaf,Sylas,Ezreal,Gragas,1
ESPORTSTMNT01/1894458,Gragas,Hecarim,Orianna,Aphelios,Thresh,Renekton,Lillia,Viktor,Kai'Sa,Sett,1
7325-9786,Tristana,Hecarim,Viktor,Xayah,Gragas,Gnar,Olaf,Azir,Kalista,Rell,0
ESPORTSTMNT04/1600061,Aatrox,Skarner,Zoe,Caitlyn,Karma,Gragas,Graves,Lucian,Seraphine,Nautilus,0
ESPORTSTMNT01/1894469,Gragas,Lee Sin,Orianna,Jhin,Janna,Gnar,Zac,Yasuo,Caitlyn,Galio,1
7325-9787,Jayce,Udyr,Seraphine,Aphelios,Thresh,Gragas,Hecarim,Azir,Xayah,Rakan,0
ESPORTSTMNT04/1600066,Wukong,Lillia,Yone,Kalista,Rell,Aatrox,Rek'Sai,Ryze,Senna,Tahm Kench,0
ESPORTSTMNT04/1610057,Gnar,Olaf,Orianna,Jhin,Rell,Renekton,Lillia,Ziggs,Kai'Sa,Alistar,1
ESPORTSTMNT01/1884617,Nasus,Morgana,Lucian,Veigar,Gragas,Gnar,Lillia,Syndra,Kai'Sa,Rakan,1
ESPORTSTMNT01/1884674,Gragas,Hecarim,Syndra,Aphelios,Thresh,Ornn,Lillia,Azir,Kai'Sa,Nautilus,1
ESPORTSTMNT01/1884703,Aatrox,Lillia,Lucian,Kai'Sa,Alistar,Shen,Hecarim,Malzahar,Tristana,Nautilus,1
ESPORTSTMNT04/1610075,Gnar,Hecarim,Seraphine,Xayah,Leona,Cho'Gath,Olaf,Azir,Kai'Sa,Rell,0
ESPORTSTMNT01/1884729,Gragas,Graves,Syndra,Kai'Sa,Rakan,Renekton,Lillia,Yone,Senna,Tahm Kench,1
ESPORTSTMNT01/1884759,Renekton,Nidalee,Azir,Senna,Alistar,Gnar,Lillia,Lucian,Jhin,Leona,1
ESPORTSTMNT01/1894614,Karma,Hecarim,Twisted Fate,Kai'Sa,Nautilus,Sion,Lillia,Lucian,Caitlyn,Braum,0
ESPORTSTMNT01/1884786,Kennen,Jarvan IV,Yone,Jinx,Thresh,Gnar,Olaf,Orianna,Lucian,Braum,1
ESPORTSTMNT01/1884802,Gragas,Olaf,Seraphine,Aphelios,Rell,Sion,Nidalee,Tristana,Kai'Sa,Alistar,1
7326-9791,Sion,Hecarim,Orianna,Tristana,Gragas,Aatrox,Skarner,Zoe,Kai'Sa,Alistar,1
7326-9792,Nocturne,Hecarim,Sylas,Tristana,Gragas,Aatrox,Skarner,Galio,Kai'Sa,Alistar,1
7137-9793,Camille,Udyr,Azir,Tristana,Leona,Jax,Lillia,Ryze,Samira,Alistar,1
ESPORTSTMNT01/1885092,Sion,Lillia,Orianna,Aphelios,Thresh,Renekton,Nidalee,Syndra,Jinx,Rell,1
ESPORTSTMNT01/1894866,Jayce,Karthus,Azir,Tristana,Alistar,Gnar,Graves,Ryze,Kai'Sa,Rell,1
7137-9796,Gnar,Olaf,Azir,Tristana,Nautilus,Aatrox,Udyr,Viktor,Samira,Alistar,0
7327-9795,Gragas,Hecarim,Orianna,Kai'Sa,Galio,Camille,Lillia,Sylas,Xayah,Alistar,1
ESPORTSTMNT01/1885129,Gragas,Rek'Sai,Syndra,Kai'Sa,Leona,Camille,Hecarim,Azir,Xayah,Rell,1
7137-9799,Gnar,Udyr,Viktor,Samira,Rell,Aatrox,Nidalee,Syndra,Tristana,Alistar,0
7327-9798,Aatrox,Lillia,Nocturne,Samira,Gragas,Jayce,Hecarim,Viktor,Kai'Sa,Alistar,1
7140-9800,Camille,Hecarim,Seraphine,Xayah,Leona,Malphite,Trundle,Azir,Kai'Sa,Thresh,0
7140-9802,Ryze,Hecarim,Zoe,Samira,Alistar,Gnar,Lillia,Viktor,Kai'Sa,Galio,1
ESPORTSTMNT01/1885163,Camille,Udyr,Syndra,Kalista,Alistar,Shen,Olaf,Sion,Tristana,Rell,0
ESPORTSTMNT04/1600125,Renekton,Trundle,Ryze,Kai'Sa,Rell,Sion,Olaf,Twisted Fate,Ezreal,Gragas,0
ESPORTSTMNT01/1894937,Gragas,Udyr,Syndra,Xayah,Leona,Gnar,Olaf,Azir,Jhin,Tahm Kench,0
ESPORTSTMNT04/1600136,Gnar,Hecarim,Corki,Senna,Tahm Kench,Sylas,Udyr,Azir,Kalista,Blitzcrank,1
ESPORTSTMNT01/1895024,Camille,Udyr,Viktor,Vayne,Karma,Volibear,Lillia,Orianna,Kai'Sa,Gnar,1
ESPORTSTMNT04/1610180,Volibear,Jarvan IV,Ziggs,Kai'Sa,Rell,Sion,Udyr,Tristana,Seraphine,Alistar,1
ESPORTSTMNT01/1895048,Gnar,Olaf,Ahri,Xayah,Alistar,Sylas,Hecarim,Orianna,Senna,Rell,1
ESPORTSTMNT01/1895090,Sion,Lillia,Syndra,Aphelios,Thresh,Aatrox,Hecarim,Zoe,Jhin,Nautilus,1
ESPORTSTMNT01/1895115,Gragas,Udyr,Seraphine,Kai'Sa,Rakan,Irelia,Dr. Mundo,Ryze,Senna,Alistar,0
ESPORTSTMNT01/1895144,Gragas,Udyr,Seraphine,Xayah,Rakan,Irelia,Lillia,Azir,Vayne,Alistar,1
ESPORTSTMNT01/1895167,Irelia,Kayn,Azir,Jhin,Leona,Gragas,Lillia,Lucian,Tristana,Nautilus,0
ESPORTSTMNT01/1885454,Shen,Hecarim,Sylas,Tristana,Rell,Pantheon,Skarner,Orianna,Kai'Sa,Rakan,0
ESPORTSTMNT01/1885491,Renekton,Hecarim,Orianna,Jinx,Rell,Gnar,Skarner,Viktor,Kalista,Alistar,1
ESPORTSTMNT01/1885505,Renekton,Hecarim,Azir,Kai'Sa,Nautilus,Gnar,Lillia,Viktor,Caitlyn,Morgana,0
ESPORTSTMNT01/1885512,Gangplank,Hecarim,Syndra,Tristana,Nautilus,Cho'Gath,Lillia,Lucian,Xayah,Leona,1
ESPORTSTMNT01/1885529,Sion,Lillia,Syndra,Xayah,Rell,Gnar,Nidalee,Azir,Tristana,Alistar,1
7141-9807,Aatrox,Udyr,Syndra,Tristana,Alistar,Camille,Lillia,Orianna,Kai'Sa,Gragas,1
7141-9808,Gnar,Olaf,Syndra,Xayah,Rell,Renekton,Udyr,LeBlanc,Tristana,Gragas,0
ESPORTSTMNT01/1895312,Fiora,Udyr,Corki,Kai'Sa,Leona,Aatrox,Hecarim,Azir,Ezreal,Karma,0
7143-9809,Renekton,Olaf,Viktor,Tristana,Rell,Camille,Graves,Twisted Fate,Kai'Sa,Gragas,0
ESPORTSTMNT01/1895318,Jayce,Hecarim,Syndra,Xayah,Alistar,Gnar,Skarner,Zoe,Kai'Sa,Nautilus,0
7143-9812,Camille,Nidalee,Galio,Tristana,Gragas,Jax,Kindred,Seraphine,Kai'Sa,Sett,1
7329-9813,Gnar,Udyr,Orianna,Xayah,Leona,Lulu,Hecarim,Viktor,Tristana,Gragas,1
7143-9814,Renekton,Nidalee,Viktor,Kai'Sa,Alistar,Camille,Taliyah,Twisted Fate,Ezreal,Rell,1
7144-9816,Camille,Nidalee,Zoe,Tristana,Rell,Gragas,Lillia,Yone,Kai'Sa,Alistar,0
7329-9815,Gnar,Udyr,Orianna,Xayah,Alistar,Camille,Lillia,Lucian,Tristana,Gragas,1
7145-9819,Gnar,Graves,Twisted Fate,Kai'Sa,Rakan,Lucian,Olaf,Seraphine,Samira,Leona,0
ESPORTSTMNT01/1885630,Gnar,Udyr,Orianna,Kai'Sa,Leona,Lulu,Olaf,Syndra,Xayah,Alistar,0
7144-9818,Gnar,Nidalee,Pantheon,Aphelios,Thresh,Aatrox,Lillia,Viktor,Kai'Sa,Nautilus,0
7330-9817,Gnar,Udyr,Viktor,Xayah,Alistar,Jayce,Hecarim,Azir,Tristana,Rakan,0
7145-9820,Aatrox,Udyr,Seraphine,Tristana,Nautilus,Renekton,Hecarim,Galio,Samira,Alistar,1
7330-9821,Jayce,Skarner,Rumble,Tristana,Thresh,Lucian,Nidalee,Renekton,Jinx,Alistar,1
ESPORTSTMNT01/1885647,Kennen,Hecarim,Orianna,Kai'Sa,Leona,Gnar,Udyr,Syndra,Xayah,Sett,0
ESPORTSTMNT01/1895436,Ornn,Hecarim,Sylas,Kai'Sa,Rell,Gnar,Graves,Viktor,Xayah,Nautilus,1
ESPORTSTMNT01/1895443,Cho'Gath,Lillia,Cassiopeia,Jinx,Thresh,Sion,Evelynn,Lucian,Kai'Sa,Bard,1
ESPORTSTMNT01/1895453,Gragas,Dr. Mundo,Viktor,Senna,Sett,Volibear,Hecarim,Zoe,Varus,Nautilus,0
ESPORTSTMNT01/1895463,Malphite,Ivern,Tristana,Heimerdinger,Pyke,Jayce,Udyr,Anivia,Jhin,Thresh,0
ESPORTSTMNT01/1885740,Gangplank,Lillia,Ryze,Xayah,Gragas,Sion,Udyr,Twisted Fate,Kai'Sa,Rell,0
ESPORTSTMNT01/1895479,Malphite,Udyr,Azir,Ezreal,Karma,Camille,Skarner,Viktor,Caitlyn,Lux,0
ESPORTSTMNT01/1895490,Gangplank,Dr. Mundo,Orianna,Senna,Gragas,Gnar,Skarner,Azir,Caitlyn,Karma,0
ESPORTSTMNT01/1885775,Vladimir,Udyr,Lucian,Xayah,Rell,Ornn,Hecarim,Viktor,Kai'Sa,Alistar,0
ESPORTSTMNT01/1895503,Fiora,Kayn,Azir,Kai'Sa,Alistar,Sion,Lillia,Orianna,Tristana,Galio,1
ESPORTSTMNT01/1895514,Aatrox,Lee Sin,Orianna,Varus,Rakan,Jayce,Jarvan IV,Azir,Xayah,Nautilus,0
ESPORTSTMNT01/1895524,Ornn,Hecarim,Azir,Tristana,Thresh,Renekton,Udyr,Orianna,Kai'Sa,Nautilus,1
ESPORTSTMNT01/1885796,Gnar,Skarner,Twisted Fate,Aphelios,Thresh,Gangplank,Graves,Ziggs,Jhin,Nautilus,0
ESPORTSTMNT01/1895540,Gnar,Lillia,Yone,Heimerdinger,Alistar,Aatrox,Udyr,Twisted Fate,Kai'Sa,Janna,0
ESPORTSTMNT01/1895542,Gragas,Hecarim,Ryze,Tristana,Rell,Cho'Gath,Nocturne,Galio,Kai'Sa,Alistar,1
ESPORTSTMNT01/1885821,Gangplank,Lillia,Viktor,Kai'Sa,Gragas,Gnar,Udyr,Ekko,Xayah,Rell,0
ESPORTSTMNT01/1895562,Sion,Hecarim,Azir,Sivir,Gragas,Gnar,Skarner,Orianna,Xayah,Rell,1
ESPORTSTMNT02/1720355,Gragas,Udyr,Tristana,Kai'Sa,Alistar,Singed,Olaf,Orianna,Jinx,Rell,0
ESPORTSTMNT02/1720368,Singed,Nocturne,Irelia,Neeko,Rell,Gragas,Olaf,Sylas,Tristana,Alistar,1
ESPORTSTMNT02/1720370,Camille,Olaf,Orianna,Kai'Sa,Galio,Poppy,Udyr,Syndra,Jinx,Thresh,0
ESPORTSTMNT02/1720374,Gragas,Hecarim,Syndra,Jinx,Thresh,Aatrox,Skarner,Orianna,Kai'Sa,Galio,1
ESPORTSTMNT02/1720392,Sylas,Hecarim,Syndra,Xayah,Rakan,Gnar,Lillia,Orianna,Tristana,Alistar,1
ESPORTSTMNT01/1895691,Gnar,Hecarim,Orianna,Jinx,Galio,Jayce,Udyr,Azir,Kai'Sa,Alistar,0
ESPORTSTMNT01/1895701,Sion,Olaf,Galio,Ezreal,Seraphine,Yone,Nidalee,Zoe,Tristana,Rakan,0
7331-9822,Jayce,Udyr,Viktor,Tristana,Alistar,Aatrox,Karthus,Zoe,Lucian,Rell,0
7331-9823,Jayce,Olaf,Seraphine,Kai'Sa,Rell,Gnar,Udyr,Orianna,Tristana,Alistar,1
ESPORTSTMNT01/1895709,Mordekaiser,Hecarim,Syndra,Kai'Sa,Gragas,Camille,Rek'Sai,Zoe,Aphelios,Rell,1
7332-9824,Renekton,Olaf,Twisted Fate,Kai'Sa,Rell,Quinn,Hecarim,Orianna,Tristana,Leona,1
ESPORTSTMNT01/1895736,Gnar,Udyr,Viktor,Kai'Sa,Nautilus,Lucian,Lillia,Galio,Tristana,Rakan,1
7332-9825,Jayce,Hecarim,Zoe,Kai'Sa,Nautilus,Sion,Olaf,Ryze,Aphelios,Thresh,1
ESPORTSTMNT01/1886063,Camille,Olaf,Viktor,Kai'Sa,Alistar,Shen,Hecarim,Cassiopeia,Tristana,Rell,0
ESPORTSTMNT01/1895789,Fiora,Hecarim,Corki,Senna,Tahm Kench,Gragas,Kha'Zix,Ryze,Caitlyn,Morgana,0
ESPORTSTMNT01/1886080,Aatrox,Hecarim,Corki,Varus,Leona,Malphite,Graves,Azir,Xayah,Alistar,1
ESPORTSTMNT01/1895800,Gangplank,Udyr,Orianna,Jhin,Rell,Sion,Skarner,Ziggs,Kai'Sa,Galio,1
ESPORTSTMNT01/1895810,Fiora,Garen,Viktor,Xayah,Gragas,Wukong,Lillia,Orianna,Kai'Sa,Braum,0
ESPORTSTMNT01/1895812,Wukong,Lillia,Galio,Kai'Sa,Sett,Gnar,Udyr,Orianna,Tristana,Rell,1
ESPORTSTMNT01/1895836,Gragas,Karthus,Tristana,Kai'Sa,Leona,Camille,Hecarim,Syndra,Jhin,Alistar,0
ESPORTSTMNT04/1600207,Camille,Lillia,Azir,Kai'Sa,Galio,Malphite,Skarner,Viktor,Xayah,Rell,1
ESPORTSTMNT01/1886144,Gangplank,Udyr,Veigar,Caitlyn,Alistar,Gnar,Lillia,Azir,Tristana,Morgana,1
ESPORTSTMNT01/1886145,Gnar,Dr. Mundo,Cassiopeia,Xayah,Rell,Gangplank,Udyr,Orianna,Kai'Sa,Alistar,1
ESPORTSTMNT01/1895854,Aatrox,Udyr,Karma,Xayah,Rell,Ornn,Garen,Orianna,Kai'Sa,Gragas,0
ESPORTSTMNT01/1895857,Pantheon,Lillia,Viktor,Jhin,Nautilus,Gragas,Udyr,Lucian,Kai'Sa,Rell,0
ESPORTSTMNT04/1600214,Sion,Graves,Orianna,Tristana,Rell,Sett,Nidalee,Azir,Kai'Sa,Alistar,0
ESPORTSTMNT04/1600214,Sion,Graves,Orianna,Tristana,Rell,Sett,Nidalee,Azir,Kai'Sa,Alistar,0
ESPORTSTMNT01/1895871,Sion,Skarner,Ryze,Kai'Sa,Thresh,Mordekaiser,Udyr,Tristana,Swain,Alistar,1
ESPORTSTMNT01/1895874,Ornn,Dr. Mundo,Lucian,Tristana,Rell,Cho'Gath,Udyr,Karma,Vayne,Lulu,0
ESPORTSTMNT01/1886169,Lulu,Olaf,Orianna,Kai'Sa,Alistar,Gnar,Lillia,Viktor,Tristana,Rell,0
ESPORTSTMNT01/1895880,Sion,Olaf,Corki,Ashe,Seraphine,Gangplank,Hecarim,Orianna,Kai'Sa,Bard,0
ESPORTSTMNT01/1886180,Gnar,Hecarim,Zilean,Kalista,Leona,Jayce,Skarner,Orianna,Aphelios,Rell,0
ESPORTSTMNT01/1895899,Gangplank,Lillia,Azir,Kai'Sa,Rell,Gnar,Graves,Ryze,Xayah,Rakan,1
ESPORTSTMNT01/1895906,Gangplank,Lillia,Ryze,Kai'Sa,Nautilus,Aatrox,Udyr,Tristana,Swain,Thresh,1
ESPORTSTMNT01/1895907,Sion,Nidalee,Zoe,Caitlyn,Tahm Kench,Gnar,Hecarim,Azir,Jhin,Karma,0
ESPORTSTMNT04/1600217,Jayce,Udyr,Zoe,Tristana,Alistar,Gnar,Lillia,Ryze,Jhin,Rell,1
ESPORTSTMNT01/1895923,Gangplank,Olaf,Zoe,Ezreal,Blitzcrank,Rumble,Jarvan IV,Azir,Kai'Sa,Thresh,1
ESPORTSTMNT01/1886218,Gnar,Hecarim,Zilean,Vayne,Braum,Ornn,Olaf,Seraphine,Kai'Sa,Lulu,1
ESPORTSTMNT01/1895935,Mordekaiser,Hecarim,Seraphine,Jhin,Rell,Sion,Lillia,Karma,Jinx,Thresh,1
ESPORTSTMNT04/1600220,Gnar,Lillia,Viktor,Kai'Sa,Alistar,Camille,Olaf,Azir,Vayne,Rell,0
ESPORTSTMNT01/1895945,Camille,Jarvan IV,Azir,Kai'Sa,Leona,Gnar,Hecarim,Orianna,Ezreal,Galio,1
ESPORTSTMNT02/1730489,Renekton,Skarner,Azir,Kai'Sa,Rell,Sion,Gragas,Viktor,Tristana,Alistar,1
ESPORTSTMNT01/1886252,Urgot,Hecarim,Veigar,Kai'Sa,Nautilus,Malphite,Graves,Azir,Ezreal,Morgana,0
ESPORTSTMNT01/1895974,Gnar,Olaf,Karma,Jinx,Thresh,Sion,Nidalee,Zoe,Caitlyn,Morgana,0
ESPORTSTMNT01/1895978,Renekton,Shyvana,Azir,Xayah,Rakan,Gragas,Olaf,Orianna,Kai'Sa,Rell,1
ESPORTSTMNT01/1895995,Renekton,Udyr,Viktor,Jhin,Nautilus,Karma,Hecarim,Tristana,Jinx,Thresh,0
ESPORTSTMNT02/1730509,Sion,Graves,Seraphine,Caitlyn,Karma,Gnar,Hecarim,Orianna,Kai'Sa,Thresh,1
ESPORTSTMNT01/1896010,Gnar,Udyr,Orianna,Kalista,Rell,Aatrox,Hecarim,Aurelion Sol,Caitlyn,Morgana,1
ESPORTSTMNT02/1730547,Gragas,Udyr,Orianna,Samira,Nautilus,Renekton,Lillia,Twisted Fate,Jinx,Thresh,0
ESPORTSTMNT02/1730549,Shen,Udyr,Syndra,Kai'Sa,Alistar,Aatrox,Hecarim,Viktor,Caitlyn,Thresh,0
ESPORTSTMNT01/1896054,Aatrox,Lillia,Azir,Tristana,Nautilus,Sion,Udyr,Corki,Jinx,Tahm Kench,1
ESPORTSTMNT02/1730564,Renekton,Lillia,Sylas,Xayah,Nautilus,Gnar,Skarner,Cassiopeia,Kai'Sa,Alistar,1
ESPORTSTMNT02/1730568,Shen,Lillia,Sion,Xayah,Braum,Camille,Nocturne,Ryze,Kai'Sa,Galio,1
ESPORTSTMNT02/1730573,Gnar,Gragas,Syndra,Xayah,Thresh,Aatrox,Lillia,Karma,Kai'Sa,Galio,0
ESPORTSTMNT02/1720588,Camille,Udyr,Zoe,Kai'Sa,Alistar,Gnar,Lillia,Azir,Aphelios,Taric,1
ESPORTSTMNT02/1720609,Ornn,Hecarim,Ekko,Kai'Sa,Seraphine,Camille,Nunu & Willump,Ahri,Sivir,Rakan,0
7148-9828,Wukong,Olaf,Lissandra,Aphelios,Thresh,Gnar,Karthus,Nocturne,Kai'Sa,Rell,0
7147-9829,Sion,Lillia,Azir,Kai'Sa,Gragas,Aatrox,Hecarim,Zoe,Tristana,Alistar,1
7147-9832,Gnar,Hecarim,Zoe,Kai'Sa,Rell,Ornn,Lillia,Lucian,Tristana,Rakan,0
7148-9831,Renekton,Ekko,Sett,Aphelios,Thresh,Camille,Kayn,Orianna,Tristana,Rell,1
7333-9830,Renekton,Nidalee,Orianna,Kai'Sa,Gragas,Sion,Lillia,Tristana,Aphelios,Thresh,0
ESPORTSTMNT02/1720629,Gangplank,Hecarim,Cassiopeia,Xayah,Rakan,Gnar,Lillia,Yasuo,Kai'Sa,Rell,1
7333-9833,Gnar,Olaf,Zoe,Samira,Leona,Gragas,Hecarim,Orianna,Tristana,Alistar,1
7148-9834,Renekton,Taliyah,Syndra,Aphelios,Nautilus,Ornn,Kayn,Orianna,Tristana,Rell,0
7334-9836,Renekton,Taliyah,Twisted Fate,Ezreal,Alistar,Gnar,Udyr,Orianna,Tristana,Rakan,1
7334-9839,Gnar,Karthus,Nocturne,Kai'Sa,Rell,Jayce,Hecarim,Galio,Tristana,Gragas,0
ESPORTSTMNT01/1896198,Gnar,Udyr,Ahri,Senna,Tahm Kench,Sion,Hecarim,Karma,Kog'Maw,Lulu,0
ESPORTSTMNT01/1896201,Irelia,Gragas,Karma,Kai'Sa,Nautilus,Gnar,Garen,Ryze,Tristana,Thresh,0
ESPORTSTMNT04/1600235,Renekton,Skarner,Yone,Kai'Sa,Alistar,Aatrox,Hecarim,Cassiopeia,Xayah,Rell,1
ESPORTSTMNT04/1610330,Gnar,Udyr,Orianna,Jhin,Leona,Ornn,Skarner,Syndra,Caitlyn,Braum,0
ESPORTSTMNT01/1896205,Gangplank,Graves,Orianna,Jhin,Rell,Gnar,Lillia,Zoe,Aphelios,Thresh,1
ESPORTSTMNT01/1886548,Gnar,Udyr,Ahri,Kai'Sa,Alistar,Gragas,Trundle,Orianna,Ashe,Thresh,0
ESPORTSTMNT01/1896216,Gnar,Hecarim,Syndra,Gragas,Senna,Gangplank,Graves,Ahri,Ziggs,Rell,0
ESPORTSTMNT01/1896217,Karma,Evelynn,Yone,Kai'Sa,Nautilus,Aatrox,Rek'Sai,Azir,Tristana,Rell,1
ESPORTSTMNT04/1610337,Ornn,Skarner,Ekko,Jinx,Karma,Gnar,Hecarim,Syndra,Caitlyn,Leona,0
ESPORTSTMNT01/1896227,Gangplank,Hecarim,Azir,Tristana,Thresh,Malphite,Jarvan IV,Viktor,Kai'Sa,Rell,0
ESPORTSTMNT01/1896234,Singed,Udyr,Zilean,Senna,Urgot,Volibear,Kayn,Cassiopeia,Vayne,Thresh,0
ESPORTSTMNT01/1896235,Karma,Olaf,Orianna,Caitlyn,Lux,Jayce,Udyr,Viktor,Tristana,Rell,1
ESPORTSTMNT04/1600265,Sion,Hecarim,Viktor,Ezreal,Rakan,Gnar,Dr. Mundo,Azir,Kai'Sa,Alistar,0
ESPORTSTMNT04/1610343,Ornn,Skarner,Sylas,Tristana,Rell,Gnar,Olaf,Ryze,Caitlyn,Alistar,1
ESPORTSTMNT01/1886569,Camille,Hecarim,LeBlanc,Tristana,Thresh,Darius,Lillia,Yone,Vayne,Braum,1
ESPORTSTMNT01/1896245,Camille,Hecarim,Syndra,Tristana,Rell,Gragas,Graves,Ryze,Ezreal,Poppy,1
ESPORTSTMNT01/1886584,Gnar,Hecarim,Viktor,Jhin,Blitzcrank,Renekton,Nidalee,Azir,Aphelios,Thresh,1
ESPORTSTMNT01/1886588,Rumble,Lillia,Yone,Senna,Tahm Kench,Gragas,Olaf,Azir,Tristana,Rakan,0
ESPORTSTMNT04/1600271,Sion,Lillia,Ryze,Tristana,Rell,Aatrox,Hecarim,Viktor,Kai'Sa,Alistar,1
ESPORTSTMNT01/1886590,Kennen,Graves,Yone,Kai'Sa,Alistar,Sylas,Kayn,Viktor,Xayah,Rell,0
ESPORTSTMNT01/1886596,Gnar,Olaf,Syndra,Kai'Sa,Leona,Gangplank,Udyr,Azir,Kalista,Rell,1
ESPORTSTMNT01/1896261,Gangplank,Udyr,Orianna,Xayah,Rell,Gragas,Lillia,Tristana,Draven,Alistar,1
ESPORTSTMNT04/1600272,Jayce,Hecarim,Azir,Tristana,Alistar,Gnar,Olaf,Zoe,Kai'Sa,Rell,0
ESPORTSTMNT01/1886602,Gragas,Lillia,Lucian,Caitlyn,Braum,Sion,Olaf,Ryze,Tristana,Leona,0
ESPORTSTMNT01/1886615,Sion,Lillia,Tristana,Jhin,Rell,Shen,Lee Sin,Azir,Caitlyn,Thresh,1
ESPORTSTMNT01/1896284,Gangplank,Lillia,Ryze,Ezreal,Rell,Aatrox,Udyr,Cassiopeia,Tristana,Alistar,1
ESPORTSTMNT01/1896297,Gangplank,Olaf,Orianna,Kai'Sa,Rell,Gnar,Graves,Syndra,Xayah,Thresh,1
ESPORTSTMNT01/1886629,Ornn,Nidalee,Lucian,Jhin,Rell,Sion,Hecarim,Zoe,Kai'Sa,Alistar,1
ESPORTSTMNT01/1886639,Lucian,Udyr,Sion,Caitlyn,Karma,Gnar,Lillia,Viktor,Senna,Tahm Kench,0
ESPORTSTMNT01/1896339,Ornn,Udyr,Corki,Kai'Sa,Alistar,Aatrox,Dr. Mundo,Azir,Xayah,Rell,0
ESPORTSTMNT01/1896341,Aatrox,Lillia,Lucian,Jinx,Lulu,Sion,Nocturne,Orianna,Caitlyn,Bard,0
ESPORTSTMNT01/1896349,Gangplank,Hecarim,Orianna,Jinx,Thresh,Gnar,Kha'Zix,Twisted Fate,Kai'Sa,Alistar,1
ESPORTSTMNT02/1730841,Jax,Udyr,Orianna,Caitlyn,Morgana,Camille,Hecarim,Azir,Jinx,Thresh,0
ESPORTSTMNT02/1730850,Shen,Hecarim,Azir,Kai'Sa,Leona,Gangplank,Udyr,Syndra,Tristana,Lulu,0
ESPORTSTMNT02/1730851,Gangplank,Udyr,Orianna,Caitlyn,Morgana,Aatrox,Hecarim,Viktor,Jinx,Thresh,0
7151-9841,Aatrox,Lillia,Galio,Kai'Sa,Leona,Kennen,Hecarim,Twisted Fate,Tristana,Alistar,1
7151-9842,Irelia,Hecarim,Viktor,Tristana,Alistar,Gnar,Lillia,Lucian,Kai'Sa,Nautilus,1
ESPORTSTMNT01/1886731,Gnar,Hecarim,Viktor,Jinx,Rell,Lulu,Graves,Azir,Kai'Sa,Gragas,1
7152-9843,Aatrox,Graves,Orianna,Kai'Sa,Alistar,Camille,Olaf,Azir,Samira,Rell,1
ESPORTSTMNT01/1886743,Sion,Graves,Seraphine,Xayah,Gragas,Renekton,Hecarim,Azir,Kai'Sa,Rakan,0
7152-9844,Gnar,Udyr,Seraphine,Xayah,Rakan,Wukong,Hecarim,Zoe,Tristana,Galio,1
7335-9845,Gangplank,Udyr,Zoe,Tristana,Leona,Gnar,Hecarim,LeBlanc,Kai'Sa,Alistar,1
ESPORTSTMNT01/1886762,Gnar,Olaf,Syndra,Kai'Sa,Rell,Kennen,Nidalee,Aatrox,Jinx,Thresh,1
